"CustomerID";"CustomerName";"E-mail";"City";"Country";"OrderID";"OrderDate";"Quantity";"UnitPrice";"ProductID";"ProductName";"Color";"Size";"Price";"SupplierID";"SupplierName"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";1296;2001-2-16 00:00:00;3;267,76 kr;401002;"Mini Nicros";"purple";"24";281,85 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";1366;2000-2-27 00:00:00;1;764,85 kr;301201;"SlickRock";"champagne ";"20";764,85 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";1387;2001-3-1 00:00:00;1;21,90 kr;3305;"Guardian Mini Lock";;;21,90 kr;3;"Guardian"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";1387;2001-3-1 00:00:00;1;53,90 kr;2209;"Triumph Vertigo Helmet";"white";"sm";53,90 kr;2;"Triumph"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";1387;2001-3-1 00:00:00;3;479,85 kr;302201;"Rapel";"forest green";"20";479,85 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";1717;2001-6-14 00:00:00;3;23,50 kr;5405;"Xtreme Gellite  Ladies Saddle";;;23,50 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";1763;2001-6-24 00:00:00;2;41,90 kr;2203;"Triumph Pro Helmet";"black";"med";41,90 kr;2;"Triumph"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";1763;2001-6-24 00:00:00;3;764,85 kr;301161;"SlickRock";"champagne ";"16";764,85 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";1952;2001-8-9 00:00:00;3;39,81 kr;2202;"Triumph Pro Helmet";"white";"sm";41,90 kr;2;"Triumph"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2054;2001-9-1 00:00:00;3;539,85 kr;202201;"Wheeler";"deep burgundy";"20";539,85 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2054;2001-9-1 00:00:00;2;899,85 kr;103221;"Endorphin";"deep burgundy";"22";899,85 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2054;2001-9-1 00:00:00;2;329,85 kr;303152;"Nicros";"blue";"15";329,85 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2142;2001-9-25 00:00:00;3;15,50 kr;4106;"InFlux Lycra Glove";;"lrg";15,50 kr;4;"InFlux"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2167;2001-9-30 00:00:00;2;37,90 kr;5303;"Xtreme Titan Lock";;;37,90 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2277;2001-10-27 00:00:00;1;14,85 kr;1108;"Active Outdoors Lycra Glove";;"sm";16,50 kr;1;"Active Outdoors"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2277;2001-10-27 00:00:00;2;53,90 kr;2207;"Triumph Vertigo Helmet";"black";"sm";53,90 kr;2;"Triumph"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2337;2001-11-7 00:00:00;3;17,50 kr;3302;"Guardian ""U"" Lock";;;17,50 kr;3;"Guardian"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2337;2001-11-7 00:00:00;1;15,50 kr;4104;"InFlux Lycra Glove";;"sm";15,50 kr;4;"InFlux"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2402;2001-11-22 00:00:00;3;53,90 kr;2214;"Triumph Vertigo Helmet";"red";"lrg";53,90 kr;2;"Triumph"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2402;2001-11-22 00:00:00;1;23,50 kr;7402;"Vesper Comfort Ladies Saddle";;;23,50 kr;7;"Vesper"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2528;2001-12-24 00:00:00;1;13,05 kr;1101;"Active Outdoors Crochet Glove";;"xsm";14,50 kr;1;"Active Outdoors"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2528;2001-12-24 00:00:00;2;21,90 kr;3305;"Guardian Mini Lock";;;21,90 kr;3;"Guardian"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2528;2001-12-24 00:00:00;2;39,81 kr;2205;"Triumph Pro Helmet";"black";"lrg";41,90 kr;2;"Triumph"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2640;2002-1-26 00:00:00;1;2939,85 kr;101171;"Descent";"steel satin";"17";2939,85 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2659;2002-1-30 00:00:00;2;329,85 kr;303221;"Nicros";"red";"22";329,85 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2682;2002-2-2 00:00:00;3;36,00 kr;7403;"Vesper Gelflex ATB Saddle";;;36,00 kr;7;"Vesper"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2682;2002-2-2 00:00:00;3;274,35 kr;402001;"Micro Nicros";"red";"20";274,35 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2687;2002-2-4 00:00:00;2;13,50 kr;4103;"InFlux Crochet Glove";;"lrg";13,50 kr;4;"InFlux"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2772;2002-2-28 00:00:00;3;764,85 kr;301161;"SlickRock";"champagne ";"16";764,85 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2900;2002-4-9 00:00:00;3;1739,85 kr;102221;"Mozzie";"jewel green";"22";1739,85 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2900;2002-4-9 00:00:00;1;329,85 kr;303181;"Nicros";"red";"18";329,85 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2982;2002-4-29 00:00:00;1;33,90 kr;5202;"Xtreme Adult Helmet";"green";"sm/med";33,90 kr;5;"Craze"
1;"City Cyclists";"Christianson@bba.com";"Sterling Heights";"USA";2982;2002-4-29 00:00:00;2;15,00 kr;6403;"Roadster Mini Mtn Saddle";;;15,00 kr;6;"Roadster"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1145;2001-1-6 00:00:00;2;13,50 kr;4102;"InFlux Crochet Glove";;"med";13,50 kr;4;"InFlux"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1171;2001-1-14 00:00:00;1;479,85 kr;302161;"Rapel";"forest green";"16";479,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1233;2001-1-27 00:00:00;3;41,90 kr;2203;"Triumph Pro Helmet";"black";"med";41,90 kr;2;"Triumph"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1233;2001-1-27 00:00:00;1;13,78 kr;1102;"Active Outdoors Crochet Glove";;"sm";14,50 kr;1;"Active Outdoors"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1254;2001-2-3 00:00:00;3;832,35 kr;201181;"Romeo";"radiant steel";"18";832,35 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1256;2001-2-4 00:00:00;3;23,50 kr;7402;"Vesper Comfort Ladies Saddle";;;23,50 kr;7;"Vesper"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1288;2001-2-12 00:00:00;3;2939,85 kr;101172;"Descent";"steel yellow";"17";2939,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1303;2000-2-18 00:00:00;1;479,85 kr;302161;"Rapel";"forest green";"16";479,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1303;2000-2-18 00:00:00;3;11,90 kr;5301;"Xtreme Mtn Lock";;;11,90 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1303;2000-2-18 00:00:00;3;329,85 kr;303182;"Nicros";"blue";"18";329,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1399;2001-3-2 00:00:00;1;53,90 kr;2213;"Triumph Vertigo Helmet";"black";"lrg";53,90 kr;2;"Triumph"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1573;2001-4-26 00:00:00;1;329,85 kr;303181;"Nicros";"red";"18";329,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1633;2001-5-21 00:00:00;2;2939,85 kr;101171;"Descent";"steel satin";"17";2939,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1686;2001-6-6 00:00:00;1;14,50 kr;1105;"Active Outdoors Crochet Glove";;"xlrg";14,50 kr;1;"Active Outdoors"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1686;2001-6-6 00:00:00;1;33,90 kr;5201;"Xtreme Adult Helmet";"white";"sm/med";33,90 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1686;2001-6-6 00:00:00;1;15,00 kr;6403;"Roadster Mini Mtn Saddle";;;15,00 kr;6;"Roadster"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1743;2001-6-20 00:00:00;3;16,50 kr;1111;"Active Outdoors Lycra Glove";;"xlrg";16,50 kr;1;"Active Outdoors"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1743;2001-6-20 00:00:00;3;479,85 kr;302221;"Rapel";"forest green";"22";479,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1796;2001-6-29 00:00:00;2;41,90 kr;2202;"Triumph Pro Helmet";"white";"sm";41,90 kr;2;"Triumph"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1799;2001-7-1 00:00:00;2;53,90 kr;2212;"Triumph Vertigo Helmet";"white";"med";53,90 kr;2;"Triumph"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1799;2001-7-1 00:00:00;1;281,85 kr;401001;"Mini Nicros";"blue";"24";281,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1883;2001-7-21 00:00:00;2;1739,85 kr;102171;"Mozzie";"jewel green";"17";1739,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1883;2001-7-21 00:00:00;2;23,50 kr;5405;"Xtreme Gellite  Ladies Saddle";;;23,50 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1915;2001-7-29 00:00:00;2;23,50 kr;5404;"Xtreme Gellite Mens Saddle";;;23,50 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1915;2001-7-29 00:00:00;3;16,50 kr;1111;"Active Outdoors Lycra Glove";;"xlrg";16,50 kr;1;"Active Outdoors"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1915;2001-7-29 00:00:00;3;329,85 kr;303152;"Nicros";"blue";"15";329,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1916;2001-7-29 00:00:00;1;33,90 kr;5201;"Xtreme Adult Helmet";"white";"sm/med";33,90 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1916;2001-7-29 00:00:00;2;53,90 kr;2214;"Triumph Vertigo Helmet";"red";"lrg";53,90 kr;2;"Triumph"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1916;2001-7-29 00:00:00;3;329,85 kr;303222;"Nicros";"blue";"22";329,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";1941;2001-8-6 00:00:00;2;2939,85 kr;101201;"Descent";"steel satin";"20";2939,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2175;2001-10-2 00:00:00;1;13,05 kr;1104;"Active Outdoors Crochet Glove";;"lrg";14,50 kr;1;"Active Outdoors"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2175;2001-10-2 00:00:00;1;53,90 kr;2209;"Triumph Vertigo Helmet";"white";"sm";53,90 kr;2;"Triumph"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2242;2001-10-19 00:00:00;3;2939,85 kr;101221;"Descent";"steel satin";"22";2939,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2243;2001-10-19 00:00:00;2;41,90 kr;2205;"Triumph Pro Helmet";"black";"lrg";41,90 kr;2;"Triumph"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2243;2001-10-19 00:00:00;3;479,85 kr;302161;"Rapel";"forest green";"16";479,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2335;2001-11-6 00:00:00;3;14,50 kr;5401;"Xtreme Anatomic Mens Saddle";;;14,50 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2335;2001-11-6 00:00:00;2;36,00 kr;7403;"Vesper Gelflex ATB Saddle";;;36,00 kr;7;"Vesper"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2453;2001-12-5 00:00:00;1;39,81 kr;2203;"Triumph Pro Helmet";"black";"med";41,90 kr;2;"Triumph"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2453;2001-12-5 00:00:00;3;21,90 kr;3305;"Guardian Mini Lock";;;21,90 kr;3;"Guardian"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2453;2001-12-5 00:00:00;2;11,90 kr;5301;"Xtreme Mtn Lock";;;11,90 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2577;2002-1-7 00:00:00;2;21,90 kr;3305;"Guardian Mini Lock";;;21,90 kr;3;"Guardian"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2606;2002-1-15 00:00:00;2;13,50 kr;4103;"InFlux Crochet Glove";;"lrg";13,50 kr;4;"InFlux"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2606;2002-1-15 00:00:00;2;274,35 kr;402002;"Micro Nicros";"purple";"20";274,35 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2606;2002-1-15 00:00:00;2;253,67 kr;401001;"Mini Nicros";"blue";"24";281,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2652;2002-1-29 00:00:00;3;329,85 kr;303201;"Nicros";"red";"20";329,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2652;2002-1-29 00:00:00;3;479,85 kr;302221;"Rapel";"forest green";"22";479,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2653;2002-1-29 00:00:00;2;53,90 kr;2207;"Triumph Vertigo Helmet";"black";"sm";53,90 kr;2;"Triumph"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2653;2002-1-29 00:00:00;3;764,85 kr;301221;"SlickRock";"champagne ";"22";764,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2653;2002-1-29 00:00:00;3;16,50 kr;1107;"Active Outdoors Lycra Glove";;"xsm";16,50 kr;1;"Active Outdoors"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2719;2002-2-13 00:00:00;2;53,90 kr;2208;"Triumph Vertigo Helmet";"red";"sm";53,90 kr;2;"Triumph"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2719;2002-2-13 00:00:00;3;281,85 kr;401001;"Mini Nicros";"blue";"24";281,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2739;2002-2-19 00:00:00;1;48,51 kr;2213;"Triumph Vertigo Helmet";"black";"lrg";53,90 kr;2;"Triumph"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2777;2002-3-1 00:00:00;2;764,85 kr;301221;"SlickRock";"champagne ";"22";764,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2837;2002-3-20 00:00:00;2;329,85 kr;303182;"Nicros";"blue";"18";329,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2857;2002-3-23 00:00:00;1;479,85 kr;302161;"Rapel";"forest green";"16";479,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2857;2002-3-23 00:00:00;1;23,50 kr;7401;"Vesper Comfort ATB Saddle";;;23,50 kr;7;"Vesper"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2969;2002-4-26 00:00:00;1;832,35 kr;201181;"Romeo";"radiant steel";"18";832,35 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2969;2002-4-26 00:00:00;1;899,85 kr;103171;"Endorphin";"deep burgundy";"17";899,85 kr;5;"Craze"
2;"Pathfinders";"Manley@arubasport.com";"DeKalb";"USA";2969;2002-4-26 00:00:00;2;726,61 kr;301181;"SlickRock";"champagne ";"18";764,85 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1096;2000-12-27 00:00:00;3;10,71 kr;5301;"Xtreme Mtn Lock";;;11,90 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1096;2000-12-27 00:00:00;1;15,50 kr;4105;"InFlux Lycra Glove";;"med";15,50 kr;4;"InFlux"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1097;2000-12-27 00:00:00;3;479,85 kr;302201;"Rapel";"forest green";"20";479,85 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1294;2001-2-15 00:00:00;2;2939,85 kr;101181;"Descent";"steel satin";"18.5";2939,85 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1331;2000-2-22 00:00:00;1;16,50 kr;1107;"Active Outdoors Lycra Glove";;"xsm";16,50 kr;1;"Active Outdoors"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1331;2000-2-22 00:00:00;3;53,90 kr;2212;"Triumph Vertigo Helmet";"white";"med";53,90 kr;2;"Triumph"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1357;2001-2-26 00:00:00;2;832,35 kr;201221;"Romeo";"radiant steel";"22";832,35 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1457;2001-3-28 00:00:00;2;329,85 kr;303202;"Nicros";"blue";"20";329,85 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1466;2001-3-29 00:00:00;1;33,90 kr;5203;"Xtreme Adult Helmet";"red";"sm/med";33,90 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1509;2001-4-10 00:00:00;2;33,90 kr;5208;"Xtreme Youth Helmet";"red";;33,90 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1538;2001-4-18 00:00:00;1;764,85 kr;301151;"SlickRock";"champagne ";"15";764,85 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1538;2001-4-18 00:00:00;2;53,90 kr;2212;"Triumph Vertigo Helmet";"white";"med";53,90 kr;2;"Triumph"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1553;2001-4-21 00:00:00;1;16,50 kr;1110;"Active Outdoors Lycra Glove";;"lrg";16,50 kr;1;"Active Outdoors"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1553;2001-4-21 00:00:00;2;479,85 kr;302222;"Rapel";"satin silver";"22";479,85 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1907;2001-7-27 00:00:00;3;41,90 kr;2205;"Triumph Pro Helmet";"black";"lrg";41,90 kr;2;"Triumph"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1907;2001-7-27 00:00:00;1;9,00 kr;6402;"Roadster Micro Mtn Saddle";;;9,00 kr;6;"Roadster"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1964;2001-8-12 00:00:00;2;539,85 kr;202161;"Wheeler";"deep burgundy";"16";539,85 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1964;2001-8-12 00:00:00;3;53,90 kr;2214;"Triumph Vertigo Helmet";"red";"lrg";53,90 kr;2;"Triumph"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";1964;2001-8-12 00:00:00;1;479,85 kr;302162;"Rapel";"satin silver";"16";479,85 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";2060;2001-9-1 00:00:00;1;53,90 kr;2212;"Triumph Vertigo Helmet";"white";"med";53,90 kr;2;"Triumph"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";2060;2001-9-1 00:00:00;1;33,90 kr;5206;"Xtreme Adult Helmet";"red";"med/lrg";33,90 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";2112;2001-9-16 00:00:00;2;14,50 kr;1104;"Active Outdoors Crochet Glove";;"lrg";14,50 kr;1;"Active Outdoors"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";2112;2001-9-16 00:00:00;3;1739,85 kr;102221;"Mozzie";"jewel green";"22";1739,85 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";2112;2001-9-16 00:00:00;1;296,87 kr;303202;"Nicros";"blue";"20";329,85 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";2162;2001-9-28 00:00:00;1;539,85 kr;202181;"Wheeler";"deep burgundy";"18";539,85 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";2162;2001-9-28 00:00:00;1;479,85 kr;302162;"Rapel";"satin silver";"16";479,85 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";2187;2001-10-5 00:00:00;3;15,00 kr;6403;"Roadster Mini Mtn Saddle";;;15,00 kr;6;"Roadster"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";2568;2002-1-4 00:00:00;2;479,85 kr;302182;"Rapel";"satin silver";"18";479,85 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";2750;2002-2-22 00:00:00;2;832,35 kr;201181;"Romeo";"radiant steel";"18";832,35 kr;5;"Craze"
3;"Bike-A-Holics Anonymous";"Jannis@downunderbikes.com";"Blacklick";"USA";2751;2002-2-23 00:00:00;2;832,35 kr;201201;"Romeo";"radiant steel";"20";832,35 kr;5;"Craze"
4;"Psycho-Cycle";"Mast@canbikes.com";"Huntsville";"USA";1259;2001-2-4 00:00:00;3;36,00 kr;7403;"Vesper Gelflex ATB Saddle";;;36,00 kr;7;"Vesper"
4;"Psycho-Cycle";"Mast@canbikes.com";"Huntsville";"USA";1284;2001-2-11 00:00:00;1;53,90 kr;2210;"Triumph Vertigo Helmet";"black";"med";53,90 kr;2;"Triumph"
4;"Psycho-Cycle";"Mast@canbikes.com";"Huntsville";"USA";1284;2001-2-11 00:00:00;3;15,50 kr;4104;"InFlux Lycra Glove";;"sm";15,50 kr;4;"InFlux"
4;"Psycho-Cycle";"Mast@canbikes.com";"Huntsville";"USA";1337;2000-2-22 00:00:00;2;53,90 kr;2209;"Triumph Vertigo Helmet";"white";"sm";53,90 kr;2;"Triumph"
4;"Psycho-Cycle";"Mast@canbikes.com";"Huntsville";"USA";1337;2000-2-22 00:00:00;2;479,85 kr;302221;"Rapel";"forest green";"22";479,85 kr;5;"Craze"
4;"Psycho-Cycle";"Mast@canbikes.com";"Huntsville";"USA";1398;2001-3-2 00:00:00;3;749,12 kr;201201;"Romeo";"radiant steel";"20";832,35 kr;5;"Craze"
